content_names,content_dates,content_hits,content_coms 
79,2017-05-15 00:28:47,2,"#5089번째속삭임

XXㅁ아~ 겉으로 좋은 사람인 척 다하는데 진짜 그렇게 이기적으로 살지 마렴 ㅜㅜ. 지 갠플 하고 싶을땐 오지게 하면서 남이 하면 무리 버리고 혼자 다니는 사람이니~? 남은 필요할때 찾는 사람이고 너는 아니다? 정말? 너 같은 애는 진짜 혼자 되어 봐야해^^. 지 정체 안들킨 사람한테만 잘해주고 정체 안다 싶은 사람은 공격하려 하고 ^^. 니말만 옳지? 근데 가만 보면 그 공격하는 점이 딱 너가 가진 문제거든? 그렇게 남 공격해서 너 못난건 숨기고 싶어? 이 영악한년아. 그렇게 교회 꼬박꼬박 나가고 신앙심 깊은 척은 다하면서 지 이득만 참 잘 챙겨 응? 너도 스스로 잘 알잖아 너 이득충인거~ 말이나 하질 말던가~"
80,2017-05-15 00:27:55,0,"#5086번째속삭임

교양 수업에 스과분 계시는데 너무 멋있어요ㅠㅠㅠㅠㅠㅠ 스과분들 예쁘고 날씬한 여자만 좋아할것같아서 슬프네요"
81,2017-05-14 22:52:06,16,"#5069번째속삭임

힝 아망 들어가고 싶어요ㅠ 2학기 모집은 안하나여"
82,2017-05-14 22:50:31,0,"#5065번째속삭임

너랑 헤어진 지 약 4년이라는 시간이 흘렀지만, 좋은 남자를 만났지만 그럼에도 불구하고 너 생각이 나. 너무 순수했고 어설펐던 첫사랑이라서 너가 내 머릿속에 맴돌아 자꾸. 지금 남자친구한테 너무 많이 미안하지만 너 꿈도 많이 꾸고 가끔 너가 어떻게 지내나 몰래 타임라임 염탐하고 있어. 내가 아마 쓰레기라서 그런가봐. 
 정말 쓸데없는 미련이라는 거 아는데 넌 이러는 내 맘 알아줄까? 나도 내 자신이 너무 혼란스러워. 내가 설사 지금 남자친구랑 헤어진다고 해도 여자친구 있는 너를 상대로 어찌할 수도 없고.. 나도 지금 남자친구한테 충분히 만족하는데. 난 왜 자꾸 너 생각이 날까. 진짜 너랑 사귀었을 때 그 추억을 머릿속을 지울 수 있는 지우개만 있다면 딱 그 부분만 지우고파.."
83,2017-05-13 10:03:18,2,"#5062번째속삭임

5월 12일 성대 축제에서 핑크팬더 거울 케이스가 씌워진 아이폰 6s를 분실했습니다. 중요한 자료가 많이 들어 있어 주인이 애타게 찾고 있습니다. 습득하신 분은 010 3916 2523 으로 꼭 연락 부탁드립니다. 사례금 합의하겠습니다."
84,2017-05-09 22:12:33,14,"#5061번째속삭임

안녕하세요, 이번 봄 축제를 맞아 우리다움에서 예쁜 엽서를 판매합니다!
이번 기회에 평소에 고마웠던, 미안했던, 사랑했던 사람에게 마음을 전해보는 것은 어떨까요?
 
장소 : 명륜캠퍼스 경영관 앞 우리다움 부스
시간 : 5 / 12 10시 30분부터?
가격 : 1000원 (봉투 포함)
*기숙사 배달 가능합니다!(추가 요금 발생)
또한, 다양한 인증 혜택과 성균관대 만남을 이어주는 ‘성균 오작교’ 행사도 진행하고 있으니 많은 관심과 참여 부탁 드립니다!
 
성균 오작교란?
성균 오작교는 명륜과 율전 캠퍼스 이어주는 블라인드 번호 교환 프로젝트입니다.
각 캠퍼스 학생들이 자신의 닉네임과 전화번호 혹은 카카오톡 ID를 포스트잇에 적어 오작교 보드에 붙혀 주시면, 이를 양 캠퍼스에 전달하고 교환할 예정입니다!
익명의 포스트잇을 주고 받으며 이번 축제 때 좋은 인연을 만들어 가셨으면 좋겠습니다:)
ex) 남녀 관계뿐 아니라 야구동아리 끼리의 친선경기, 스터디원 모집, 공모전 참여 팀원 모집 등 새로운 사람을 만나기 위한 가벼운 마음으로 지원해주셔도 괜찮습니다!
 
인증 혜택이란?
특정 인증을 하고 확인을 받으면, 엽서를 할인 또는 무료로 받을 수 있습니다.
1. 군인 또는 고무신 인증 -> 2장에 1000원
2. 우리다움 페이스북 페이지 좋아요 및 해당 글 공유 인증 -> 2장에 1000원
3. 오작교 프로젝트 참여 -> 2장에 1000원
4. 본인 SNS(페이스북, 인스타그램)에 본 행사 사진을 올리고, #우리다움 -> 2장에 1000원
5. 학사 경고 인증 -> 2장에 1000원..
6. 모쏠 인증(증인 1명 이상) -> 2장에 1000원….
 
엽서는 고려대 캘리쿠, 단국대 서예회, 연합 사진동아리 인화에 의해 디자인되었으며,
수익금은 전액 어린이재단과 위안부재단에 기부됩니다.
 
추후 율전 축제에서도 마찬가지로 진행됩니다!
장소 : 율전캠퍼스 해오름길(학생회관과 복지회관 사이) 우리다움 부스
시간 : 5 / 25 10시 30분부터"
85,2017-05-09 02:22:03,1,"#5059번째속삭임

좋아하는 여자후배가 전남친을 너무 못잊어요 누가 들어도 쓰레기고 그 여자애도 그 남자가 별로라는걸 아는데 자기맘이 자기맘이 아니라네요 제가 다가가고 싶은데 그럴틈이 있을까요? 옆에서 너무 안쓰럽고 사랑해주고싶다 잊었으면 좋겠다!!!! 내가 백만배 잘해주고싶다!!!"
86,2017-05-09 02:20:54,1,"#5056번째속삭임

5월 7일 12시 5분에 신관 앞에서 즐겁게 노시는 미친 새끼들아 아무리 연휴여서 사람이 기숙사에 없어도 그렇지 병신같은 짓은 가려가면서 하자"
87,2017-05-09 02:20:32,2,"#5055번째속삭임

전여친 짝사랑중"
88,2017-05-09 02:20:12,3,"#5054번째속삭임

이중잣대 들이밀면서 꼰대질에 정치질로 단체분위기 제대로망쳐놓고 니들끼리만 똘똘뭉쳐서 왜자꾸오냐 학교다니지도않는것들이 바득바득기어나오네 진짜 그 뻔뻔함 존경스럽다"
89,2017-05-09 02:19:53,4,"#5053번째속삭임

그냥 친구처럼 웃으면서 밥먹고 영화보고
그정도라도 좋으니 보고싶다"
90,2017-05-09 02:19:17,2,"#5051번째속삭임

궁금한건 못참아서 하는 얘기인데.. 투표 용지 논란에 대해서 다들 자신의 경험담 적어줄 수 있습니까? 
1)여백 없는 투표용지
2)여백 있는 투표용지"
91,2017-05-09 01:58:09,14,"#5040번째속삭임

진짜 씨발 걸어다니면서 담배피는 새끼들 다 죽었으면좋겠다"
92,2017-05-07 18:32:56,12,"#5036번째속삭임

유머계시판 좋아요좀누르지마라 깨시민이아니라 선동가야그새끼"
93,2017-05-06 13:59:44,14,"#어대숲흥신소 (38개)

1.
(1) 어제 동사입 ㄷㅊ해주신분 정지인? 전지현? 씨 너무 귀여워요 ㅎ 목소리 일부러 다르게내신거에요? ㅎㅎ
(2) 동사입 정지인? 전지현? 씨 목요일에 ㄷㅊ또하시네요 ㅎ 목소리도 또 바꾸시고 ㅋㅋ 정말 귀엽네요 혹시 저도 해주실수있나요 

2.
안녕하세요~ 혹시 1공대에서 자주 보이시던데, 키 크시고 얼굴 하얗고 송중기 닮으신분 혹시 여자친구 있으신가요?

3.
(율전)학교 근처 공차 주말 오후 8,9시쯤? 갔던거 같은데 ... 알바생 너무 잘생겼어요!! 여자친구 있으시겠죠...?ㅠㅠ 

4.
어제 5/2일 화요일 밤 아자비골목앞 금색아디다스 져지ㅡ여성분 실례무릅쓰고 찾고싶습니다

5.
ㅈㅎㅇ님 귀여워요

6.
제가 류준열을 정말 좋아하거든요?
그래서 그런지 가족과 생활환경 수업 중에 류준열 닮은 패피분 발표 너무 잘하셔서 눈에 띄었어요...누군지 알 수 있을까요???ㅠㅠㅠㅠ

7.
컴퓨터공학과 이다은씨??? 컴공엠티 가나요???찐빵같아서 귀여워요 ㅋㅋㅋㅋ

8.
ㄱㄹㅂㄱㅈㅎㄱ ㅎㅈㅎ 지금 좋아하는사람 있나요

9.
ㅌㄱㅎㄱ16 ㄱㄷㅎ 남친있나요? 제가 그 남친 하고싶습니다 ㅎㅎ

10.
H14 ㅎㅅㅎ 너무 궈여워오>< 앙 깨물고 싶어요ㅜㅜ으앙ㅜㅜ

11.
(앞의 제보자들과 다른 제보자입니다.)
정말 서럽네요. 제가 여자였다면 인문 17 김이정 귀엽다고 대놓고 마구 말할 수 있을텐데 남자라서 그렇게 못하네요.

12.
(1)김호권 오빠 여자친구 있나요? 너무 제 스타일이세요. 주작아닙니다 ㅠㅠ
(2)방금 보낸 사람인데요! 사회과학 학회 방송연구반 학회장 김호권씨요!! 너무 제 스타일이세요.. 주작아닙ㄴ다.. 방구반도 아닙니다 ㅠㅠ 여자친구 있으세요??

13.
오늘 5월 4일에 아침 10시 반쯤에 학교에서 봤는데 초록색에 흰색 줄그려진 남방 입으신분 여자친구 있나요? 키크시고 약간 화나게 생기셨어요 예전에도 몇번 봤는데 경영학과 17인가 암튼 경영학과인것같은데 ㅠㅠㅠ누구신가용

14.
사회과학계열 조희원 남자 친구 있나요? 없으면 번호따도 될까요?

15.
시스템프로그래밍 최형기교수님 수업 임지연(?)씨 남자친구있으신가요?? 친해지고싶네요!

16.
오제연 교수님 한국현대사 들으시는 사학과 윤호성씨 여자친구 있으신가요? 발표도 잘 하시고 잘 생기셔서 반했어요!

17.
시스템동역학 ㅈㅅㄱ씨 여친있으신가요...? 없으면 친해지고 싶어요!

18.
글로벌경영학과 13인가14인가 김성훈 오빠 사실 좋아했엇어요~~♡

19.
의상학과 김형민 잘생겼어요 옷입는 스타일도 너무 좋아요ㅠㅠㅠㅜ

20.
오늘 볏짚에서 고기먹던 이주연? 16 이주연씨 남자친구 있나요~?! 너무 매력적이세요!

21.
에센젤 최지훈님! 저는 술을 못마셔서,, 괜찮으시다면 카페에서 같이 커피 한잔 어떠세용?? 사실 저는 커피도 잘 못마셔서 아이스 초코 한잔은용?? 빕스 청담점 같이 가실래용? 지나가다가 마주칠 때마다 설레서 눈도 못 마주치겠구,, 친해지고 싶어 죽겠단 말이에욧!!!!! 대숲에 사복도 잘 어울리는 동아리 회장이랑 친해지고 싶다고 했던 사람이 바로 저라구요!!!! 

22.
화목 언입듣는 황ㅁㅈ씨 진짜 궁금해서 남친있냐고 물어본건데 장난이라뇨ㅠㅠ 개강하고부터 궁금했었는데..... 그래서 남친 있는건가요..?ㅠㅠ

23.
이상철 교수님 스토수업듣는 ㅎㅈㅎ 학생 진짜 너무예쁨 반칙 수준;; 옆에 맨날 같이 앉는 학생은 남친인가여 그분도 잘생기시긴 했는데 부럽네 여신이랑 다니고ㅠㅠㅠ 친해지고싶다 최소

24.
행정학과 김민지씨 남자친구 있으신가요???

25.
채수빈 닮은 분 컴퓨터 교육학과 학생회실 들어가시는거 봤는데 성함이 뭐죠???

26.
오늘 학글 ㅎㅈㅇ교수님시간에 하늘색 원피스 입고계시던 학우분!!!!!!!!!!!!!남자친구있나요?!?!?!?!?!

27.
화목 화공유체역학 남재도 교수님 수업듣는 화공 정채현?채연?분 남자친구 있으신가요? 

28.
회계원리 김현표 교수님 월수 들으시고 맨날 친구한분이랑 앞쪽 자리 앉으시는 남자분!! 아마 17은 아니고 복전생이신거 같던데 그 머리 올리고 다니시고 최근에 아이보리 계열 바지에 카키색 아우터 입은 분 이름 궁금해요 ㅎㅎ!! 저번에 올렸는데 짤렸나봐요 ㅠㅠㅠ

29.
신소재  16 이승엽  눈웃음이 너무 좋아요!!!

30.
S06ㄱㅅㅇ학우 남자친구있으신건가요ㅠ

31.
전전 14 김하영씨 남자친구 있으십니까

32.
(1) 목요일 제2공대에서 오전에서 점심쯤 탁한노랑..?원피스에 갈색작은 가방메고 걸어가시던 여성분 너무 아름다우셨습니다.. 화공계산 같은 이동현교수님 분반인것 같은데 너무 이상형이셔서요 남자친구있으신가요?
(2) 좀 전 제보자인데요 제보 제일 뒤에 +뒤 말도 붙혀주세요ㅜㅜ 항상 수고많으십니다!
+아침에도 마주쳤었는데 운명인거같습니다

33.
궁금해서 여쭤봐요! 수요일 탐탐에서 공부하시던 키크고 장기하? 닮으신 분 성대생이신가요??

34.
경영학고 r 최진욱오빠 !!! 옷넘 잘입으셔용 며칠전에 머리하셨던데 잘어울리셔용 오빠 취저에요 여친 멀리서 찾지마세요ㅠㅠ

35.
""사파 신애선배님 보고싶어요ㅠㅠㅠㅠㅠ 나도엠티가고싶당  신애선배님
 건드리면 제가가만히안둘꺼에요 사파선배님들동기님들""

36.
김민정 이쁘다

37.
영문 김태경선배님 좋아하는 분 계신거죠..?!ㅠㅠㅠㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ

38.
유학동양학과 17 ㅈㅈㅇ 볼때마다 너무 이뻐서 놀라는데 ...남자친구나 연락하는 남자 있나요? 아마 있겠죠ㅠㅠㅠㅠㅠㅠㅠㅠ??"
94,2017-05-05 14:51:01,12,"#5032번째속삭임

공대남자의 전형적인 느낌의 남자친구..
여자친구가 힘든일을 말하는건 그 힘든일에 대한 분석이 필요한게 아니라 그냥 자신을 위로해주고 공감해주길 원하는거야!!
바보야!!"
95,2017-05-05 14:49:55,0,"#5030번째속삭임

님들 센조이라고들어봄? 동성애에 대한 반감 하나도없었는데 이게 동성애자들사이에서 흔히들 하는거라길래 극혐하게됨ㅆㅂ"
96,2017-05-05 14:46:08,12,"#5026번째속삭임 #어대숲동문회 #정화여고

대구의 자랑 정화여고!!!!!!는 없나요?"
97,2017-05-05 14:45:28,0,"#5025번째속삭임

나는 너네가 오란다고 오고 가란다고 가야하는 사람이 아니야 나도 싫을 때가 있는데 왜 니네 마음대로 오라하고 거절하면 왜 니네 마음대로 화내는데 진짜 개빡치니까 제발 니네끼리 알아서 놀아 가만히 있는 사람 좀 내버려 둬"
98,2017-05-05 14:44:03,4,"#5023번째속삭임

안녕하세요 모쏠 율전러입니다 
모쏠이어서 커플이 어떻게 되는지 너무 궁금합니다
카톡하다가 친해지고 밥 같이 먹고 그런다고 해요 근데 어떻게 사귀나요?
우리 오늘부터 1일이라고 하자 사귀자! 이러는 건가요
근데 그러면 사귀어도 친구일 때랑 비슷하지 않을까요 사귀는 거랑 친구인거랑 뭐가 다른지 궁금합니다 ㅠㅠ
궁금한게 많네여 어떻게 사귀기 시작하나요?"
99,2017-05-05 14:43:40,3,"#5022번째속삭임

투표좀 해 이 씨발람들아;;"
100,2017-05-04 04:06:24,4,"#어대숲흥신소 (10개)
#E20피리 #ㄱㄹㅂㄱㅇㅎㄱㅂㅎㅇ #의대16최민영 #형법의이해 #바나나필통 #H13조예진씨 #화3시에공수듣는김유진씨 #가유동17ㅈㅈㅇ #S20hbae #중도3층데스크 #언어학입문배혜원씨 #O2O흥신소

1.
E20 피리 친해지고 싶어요!

2.
ㄱㄹㅂㄱㅇㅎㄱ ㅂㅎㅇ 남자친구 있으신가요?

3.
의대 16 최민영 연락해도 되나요??

4.
5월 2일 형법의이해 왼쪽에서 세번째줄에 앉으신 여성분 댓글에 태그부탁드려도될까요...?!! 너무이쁘셔서 수업에 집중을못했어요!! 필통이 파란색바탕에 바나나 그려져있던거던데....!

5.
H13에 조예진씨 너무 이쁘신데 혹시 남자친구 있으신가요? 심리학입문 수업때 수업 들으시는거 매력적이십니다

6.
화3-4시 최문택 교수님 공수 듣는 김유진?씨 남자친구 있나요?!

7.
가유동? 인거같은데 17 ㅈㅈㅇ 여자친구있나요?

8.
S20 엘잠에 이니셜 hbae? 있으신분 버스에서 봤는데 분위기 오지시네요

9.
중도 3층 데스크에 일하시는 여성분 남자친구 있는지 궁금합니다!

10.
문정원교수님 언어학 입문에서 배혜원씨 진짜 입이 벌어질 정도로 이쁘신거 같아요.. 남자친구 없으시면 친해지고 싶네요 ㅠ"
101,2017-05-04 03:58:17,36,"#5017번째속삭임

17학번 김이정 좋다고 글 올린 사람 잘봐라. 우리 이정이 팬클럽에선 절대 허용안한다. 이정이는 모두의 것이며 한사람의 것이 아니다. 만나면 뚝배기 깬다.(뚝배기=대갈통)"
102,2017-05-04 03:56:27,6,"#어대숲흥신소 (10개) 
#기계공학민건 #시스템프로그래밍오현지씨 #글리또는행정김윤경씨 #공대22살신영광 #코노주말알바 #통계김선ㅇ #경영17박영서또는석 #박영서네요 #화공ㅈㅇㅎ #의상김예원 #흥신소는휴일이없다

1.
성균관대 기계공학과 민 건? 맞나요? 도서관에서 보고 첫 눈에 반했는데 혹시 여자친구 있으신가요?? 없다하시면 나중에 번호물어보러갈게욥..

2.
시스템 프로그래밍 들으시는 오현지씨 너무 이쁘세요. 혹시 남자친구 있나요?

3.
글리? 행정학과? 김윤경씨 남친있나요??

4.
안뇽하세용 타대생이에용 ! 혹시 율전캠 공대생 이신 신영광(22) 이 분 여자친구 있는지 알려주실수 있나요 ???? ?~

5.
자피쪽 코인노래방 주말에만하는 알바 아시는분있나요???

6.
통계학과 김선ㅇ 남자친구있는지 알려주세요

7.
경영 17박영서인가 석?인가 스토시간에 볼때마다 너무 설레요ㅠㅠㅜ근데용기가안나서혹시여자친구없으시면 ..담주월욜에 번호물어봐두 될까요??ㅎ

8.
경영17 박영서 너무 잘생겼어요ㅠㅜ연락할방법없나요?? 

9.
고분자화학 듣는 화공 ㅈㅇㅎ 여친 있나염...? 잘생겼어요ㅠㅠ

10.
의상학과? 김예원 남친있나요"
103,2017-05-04 03:43:04,0,"#5011번째속삭임

내 전애인아..너 나랑 연애하느라 여러가지 활동 많이 못해서 인맥좀 쌓겠다고 그러는건진 모르겠는데, 이번에 동아리 새로 들어온 애들이 그닥 달가워하지않고 너 불편해 하는게 눈에 뻔히 보이는데 너혼자 친해질라고 설치는 느낌 받지않니..나는 말투에서 느껴지던데ㅠㅠ원래 헤어지고나서 너에 대해서는 별로 신경 안쓰고 있었는데,  같은 동아리다보니까 후배들이 너무 안쓰러워보여서 말이야. 그리고 나랑 헤어지고 다른사람 절대 못 만날것같다고 그렇게 울며 얘기하더니 헤어진지 얼마 안 지났는데 연애중도 띄우셨다면서?며칠전에 아는사람 통해서 들었어. 근데 그럴거면 울면서 그런 말 애초에 꺼내질 말던가. 연애중 띄운거 때문에 다른 사람들에게 너 이미지가 어떤지 우연히 듣게됐는데...좋은쪽은 아닌 것 같더라. 진짜 여러모로 적당히 좀 했으면 좋겠다."
104,2017-05-04 03:37:33,0,"#5000번째속삭임

3살 연상 누나는 어떠니이이이
너 너무 귀여워..ㅠㅠ"
105,2017-05-01 16:50:41,4,"#4996번째속삭임

아까 율전 올리브영앞에서 담배빨면서 횡단보도 건너던 인간아 나이를 덜쳐먹은것도 아니고 대가리가 이해를 못할만큼 나쁜것도 아닐텐데 길빵좀 작작해라 뭐하는거냐 도대체 진짜 뚝배기속에 순두부가 안들어있나?"
106,2017-05-01 16:49:34,0,"#4994번째속삭임

흥신소에 이름 올라온 남자 or 여자분들 실제로 페메 받으면 기분어때요? 막상 무섭고 그런가요? 연락 잘 받아주려나..."
107,2017-05-01 16:48:21,0,"#4991번째속삭임

어대숲에 내 이야기가 올라오다니 신기하면서도 부끄럽다. 너도 이 글을 봤으면 좋겠어. 결론부터 말할게, 미안해. 그때 나는 취했었고, 마음이 너무 공허 했으며, 기댈 사람이 없었어. 그래도 이성은 있기에 의미심장한 말을 꺼냈지만 결론을 말 하지는 않았고, 인간대 인간으로써 너에 대해 조금 더 알아가고 싶었던 것 뿐이야. 그래서 그 카톡을 보냈어. 그러나 그런 방법이 잘 못 된것 같아. 너에게 진심으로 사괴하고 싶어 미안해."
108,2017-04-30 19:59:54,1,"#4987번째속삭임

""#4956번째 속삭임
너라고 확신이 서진 않지만 그래도 혹시나 하는 마음에 글 올려봐. 네가 헤어지자고 해서 정말 슬프고 화났어. 네가 너무 원망스럽더라. 그래도 며칠 지나니까 괜찮은 것 같았어. 그래도 여전히 가끔씩 네 카톡 프사랑 상메 확인하곤 해. 아마 이 글 보고 나서부터인가봐. 넌 무척 괜찮고 잘 살고 있는 것 같아. 후회한 거 맞아? 다시 용기 내려는 거 맞아? 아니면 네가 쓴 글이 아닌데 내가 착각하는 건가? 뭐라도 해줘. 내가 어느 쪽으로든 확신할 수 있게."""
109,2017-04-30 19:59:02,1,"#4982번째속삭임

내가 맨날 참으니까 만만해 보이지? 너네 인성 개쓰레기인거 이미 많이들 알고 있고 점점 더 퍼져서 이제 다굴당할거니까 기대해~ 그전에 너네끼리 내부적으로 파국이 일어날것같기는 하지만. 내가 이렇게 참고 있는 거 너네 때문에 아닌 것만 알고 있으렴^^ 마지막에는 무슨 일있어도 진실 밝혀줄게~~"
110,2017-04-30 19:58:34,4,"#4979번째속삭임

요즘 어대숲 동문회가 흥하고 있는거 같은데 저같은 사람은 어떡하라구... 저는 학교설립 역사상 처음으로 성균관대에 온 케이스인데 ㅜㅜ 나의 동문은 언제쯤 찾아볼 수 있을까요!! 다들 너무 부러워요"
111,2017-04-30 19:58:05,61,"#4976번째속삭임

어대숲에 질문 하나만 할게요... 이거 꼭 물어보고싶었어요..... 어대숲은 어대 있는 숲이죠?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅎㅎㅎㅎㅎㅋㅋㅋㅋㅋㅋㅋㅋㅎㅋㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅎㅋㅎㅋㅋㅋㅋ 이거 익명 맞죠..?"
112,2017-04-30 19:57:16,8,"#어대숲흥신소 (14개)
#글경13곽재현 #경영17한예림 #성균극회김은별회장 #ㄱㄱ학과신ㅎㅈ
#17한문교육과ㄱㅅㅎ #ㅇㅇㅎ #글경17안세영 #영상ㅅㅇㅇ #박형생교수심입단발머리 #elc15 #정외미남 #명륜다소미 #차정원 
1.
혹시 글로벌경영학과 13학번 곽재현씨 남자친구있나요? 나무아름다우셔요

2.
경영학과 17학번 2반 한예림씨 남자친구있나요!!! 키크시고 귀여우신데 대쉬해도되나요

3.
성균극회 김은별회장님 너무 취저세요 저 은별회장님 남자친구없으시면 들이대도될까요 단톡방에서 하시는거 넘나귀여워요

4.
""ㄱㄱ과 신ㅎㅈ씨 남자친구 있슴니꽈
제가 진짜 좋아하는데 다가가도 됨니꽈""

5.
ㄱㅎㄱㅇ 17 ㅅㅎㅇ씨 남자친구 있으신가요?

6.
17 한문교육과 ㄱㅅㅎ 학우 6월 지나서도 명륜에 계속 있어주셨으면 좋겠어요! 너무 사랑스러우세요

7.
ㅇㅇㅎ오빠 연락하는 사람 있어요?

8.
글로벌경제학과 17 안세영 남자친구 있나요?? 요즘 자주 보이는데 너무 연락하고 싶네요.

9.
영상 15 아니면 16이신 것 같은데 ㅅㅇㅇ 학우님 남자친구 있나요?

10.
화목 박형생교수님 심입 단발머리 여성분(h19) 독강이신거 같은데 진심으로 말걸어보고 싶고 얘기좀 나눠보고 싶어요... 그치만 저말고도 흥신소에서 그분 찾는 사람 더 있는거 같네요 ㅎㅏ...페북을 안하시는건지 태그되는걸 본적이 없어서 한번 남겨봅니다 다음 수업때 수업 끝나고 음료수드려도 너무 놀라지 말아주세요...!

11.
 elc 15 옷 잘 입어요 ~ 귀여운 분들도 많은 거 같네요 !!

12.
정외 미남 누구있나요

13.
""율전 다소미 구본승씨만 찾으신다고 명륜 다소미 구본영씨가 실망하셨어요...ㅠㅠㅠ

누가 좀 데려가 주세요 ~ ㅠㅠ !""

14.
사회과학계열 차정원 뭐 썸타고 그런거없지?번호달라한다?딱말해"
113,2017-04-29 04:08:30,3,"#4969번째속삭임

아오씨 신삐 저층에서 고층부엘베타는거 뚝배기 뿌수고싶다

뚝배기=머리"
114,2017-04-29 04:06:57,0,"#4966번째속삭임

일도 제대로 안할거면서 왜 임원하겠다고 했냐?"
115,2017-04-29 04:06:16,5,"#4964번째속삭임

너말야 너. 남자 한 번도 사귀어보지 않았던, 아무것도 모르는 나한테 몹쓸 짓 한 너말야. 페북 보다가 보이는 너의 근황에 너무 화가 나고 열받아서 글 올려. 당시 너는 나를 좋아하는 척 하면서 자꾸 둘이서 보자고 불러내놓고는 손을 잡고, 끌어안고, 키스했었어. 나는 너가 나를 좋아하는줄 알고, 그래서 우리 무슨 사이냐고 물어봤을 때 너는 내가 묻는 말에는 똑바로 대답 안 하고 그냥 넘어가더라. 근데 나는 너한테 마음이 있었어. 늘 사람들한테 밝게 대하고 적극적인 너의 모습이 좋아 보였거든. 그래서 어쩌면 상황판단도 제대로 못 하고 너가 불러내면 불러내는 족족 너를 만나러 갔었던 것 같아. 결국 너는 내 가슴에까지 손을 댔었어. 근데 갈수록 나 너무 힘들더라. 니가 나한테 한 짓이 어떤 짓인지 점점 정신이 들면서 깨달아가고 있는데도, 내가 할 수 있는게 아무것도 없었거든. 왜냐면 너는 우리 엄마의 친한 친구 중 한 명의 아들이었으니까. 내가 이걸 말하면 학교에서든 엄마들 사이에서든 얼마나 큰 일이 일어날지, 그리고 내가 그렇게 하는게 너무 오버하는건 아닌지, 이 모든 상황을 감당할 수 있을지 모르겠었으니까. 결국 나는 너에게 제대로 된 사과도 받지 못하고 시간이 이렇게 흘러버렸네. 근데, 니 페북 들어가서 보니까 저 멀리 대학에서 과대까지 하는 모양이더라. 사람들은 너의 그 밝은 모습밖에 못 봤을테니까 니가 얼마나 더럽고 저질이고 추잡스러운 새끼인지 모르겠지. 역겨워. 니 게시물에 사람들이 단 댓글에 니가 다는 댓글 보니까, 거기서 넌 엄청 착하고 재밌고 리더십있는 사람인 것 같네. 내 18살을 너무너무 끔찍하게 만들었던 너같은 더러운 놈이 지금 그렇게 즐겁게 살고있는 걸 보니까 너무 끔찍하고 짜증나. 너 주변에 있는 여자애들이 불쌍해. 너가 불행해지면 좋겠어. 내가 겪었던 고통의 수백배로 니 인생이 쓰레기같이 나락으로 굴러떨어지면 좋겠어."
116,2017-04-29 04:03:15,1,"#4958번째속삭임

고등학교 때 좋아하던 남자애가 있었어요 거의 1년 넘게 짝사랑하다가 용기를 내서 사물함에 간식 넣어두고 쪽지도 써놓고...나중에는 인사도 하고 연락도 자주 하는 사이로 발전했어요 그 후에 그 남자애랑 같은반인 여자애가 도와주겠다고 상담도 해주고..마음도 잘 맞아서 엄청 친했졌어요 그런데 어느순간 둘이 사귄다는 소문이 들리더니..둘이 진짜로 사귀더라고요.솔직히 저는 친구가 미리 말해줬다면 속상하지 않았을거에요  그 때 울면서 저랑 계속 친구로 남고싶다는..정말 좋은친구라서 잃고싶지 않다는 그 친구의 말이 아직도 잊혀지지가 않아요 

아무튼 대학교에 입학하고 팀플하면서 좋아하는 남자애가 생겼어요 다가가고 싶은데 자꾸 그 후로 용기가 사라졌는지 힘드네요ㅜㅜ 어떻게 다가가야할까요??"
117,2017-04-29 04:01:48,1,"#4955번째속삭임

룸메 진짜 내쫓고 싶다 새벽 5시에 들어와서 노래 ㅈㄴ 크게 틀어놓고  내 옆에서 드라이기를 하지않나 통화를 하지 않나 니가 1교시 못간걸 왜 동네방네 자랑하냐 진심 1교시 못간거가지고 1시간 통화하고 그것도 겁나 큰목소리로 웃고 와 그리고 진짜 더럽다 더러워 제발 손톱 깎은건 치워라 그냥 바닥에 흩뿌리지말고.... 제발 집좀 치우고.... 니 이불에서 냄새나 뒤지겠다 ㅠㅠㅠㅠ"
118,2017-04-29 04:01:21,3,"#4954번째속삭임

야 내가 장학금 받고 학교다니는게 그렇게 처꼬우면 공부를하던가 수능을잘보던가 나도  이좆같은 삼장안받고 연고대다니고 싶지 성대다니기싫거든? 뭐만하면 학교로 공짜로다니면서 어쩌고저쩌고 지랄하네 고3동안노력 한거 내실수로 2000만원이랑바꾸고 성대들어왔고 장학금안받아도 성장받을만큼 성적되니까 좀아가리다물어라 꼬우면 국숭세단가던가 왜 정시로 성대도들어올성적안되면서 수시로들어왔음 조용히 닥치고다닐것이지 장학금가지고 열폭하냐?  존나노어이네"
119,2017-04-29 04:01:03,2,"#4953번째속삭임

전남친의현여친이 존예vs현남친의 전여친이 존예/전여친의 현남친이 존잘vs 현여친의 전남친이 존잘   다음중 더 빡치는것은 ?"
